"","Dt","DE_SIN","Gn","DNA","Exp","Imp","years","meses","dias_sem","year_month","dia_mes"
"12440",2013-08-03,165868525.73,167215585.02,15500,2448387.35,1085828.06,2013,"8","sábado",ago. 2013,31
"12441",2013-08-04,149381924.21,151367904.63,121390,2393151.85,285781.43,2013,"8","domingo",ago. 2013,31
"12442",2013-08-05,175573410.32,178544014.25,22230,3943145.58,950311.65,2013,"8","lunes",ago. 2013,31
"12443",2013-08-06,178577963.55,181002601.67,2500,3423745.28,996607.16,2013,"8","martes",ago. 2013,31
"12444",2013-08-07,158639181.23,160991073.08,50210,3282885.08,880783.23,2013,"8","miércoles",ago. 2013,31
"12445",2013-08-08,173755604.81,176423864.41,7210,3324586.92,649117.32,2013,"8","jueves",ago. 2013,31
"12446",2013-08-09,174073858.82,177410877.84,50270,4094281.92,706992.9,2013,"8","viernes",ago. 2013,31
"12447",2013-08-10,162761727.88,164288637.7,64040,2619573.45,1028623.63,2013,"8","sábado",ago. 2013,31
"12448",2013-08-11,144934498.07,146074417.58,247770,2300957.36,913267.85,2013,"8","domingo",ago. 2013,31
"12449",2013-08-12,166974234.63,169087542.63,5010,3160038.31,1041720.31,2013,"8","lunes",ago. 2013,31
"12450",2013-08-13,170683632.14,174093912.24,36170,3692819.45,246369.35,2013,"8","martes",ago. 2013,31
"12451",2013-08-14,174288724.25,177781250.09,6980,3823955.36,324449.52,2013,"8","miércoles",ago. 2013,31
"12452",2013-08-15,177302470.39,180086345.48,120750,3129123.88,224498.79,2013,"8","jueves",ago. 2013,31
"12453",2013-08-16,176319210.64,179123360.9,2670,3194862.71,388042.45,2013,"8","viernes",ago. 2013,31
"12454",2013-08-17,166708918.63,165909200.34,206130,14698.41,608286.7,2013,"8","sábado",ago. 2013,31
"12455",2013-08-18,147596057.62,146036003.09,114300,479029.6,1924784.13,2013,"8","domingo",ago. 2013,31
"12456",2013-08-19,150653835.59,152140905.63,104510,2525355.02,933774.98,2013,"8","lunes",ago. 2013,31
"12457",2013-08-20,173985787.98,175566674.86,288880,1872034.99,2268.11,2013,"8","martes",ago. 2013,31
"12458",2013-08-21,176472191.89,177382847.17,90480,1004304.37,3169.09,2013,"8","miércoles",ago. 2013,31
"12459",2013-08-22,177291611.98,178280872.83,20640,1017541.75,7640.9,2013,"8","jueves",ago. 2013,31
"12460",2013-08-23,177082742.92,177352411.53,115020,388100,3411.39,2013,"8","viernes",ago. 2013,31
"12461",2013-08-24,164790093.73,164813216.56,181370,349282.81,144789.98,2013,"8","sábado",ago. 2013,31
"12462",2013-08-25,147923976.73,149886849.23,29670,2081176.53,88634.03,2013,"8","domingo",ago. 2013,31
"12463",2013-08-26,170735404.07,171838846.39,179900,1289391.5,6049.18,2013,"8","lunes",ago. 2013,31
"12464",2013-08-27,169559041.68,170451248.45,1020,893423.11,196.34,2013,"8","martes",ago. 2013,31
"12465",2013-08-28,172649806.68,173089374.82,65790,507709.82,2351.68,2013,"8","miércoles",ago. 2013,31
"12466",2013-08-29,171079161.96,171831972.43,25080,783629.7,5739.23,2013,"8","jueves",ago. 2013,31
"12467",2013-08-30,169134400.53,170174239.22,48540,1093155.39,4776.7,2013,"8","viernes",ago. 2013,31
"12468",2013-08-31,162741293.58,162658180.55,183800,103095.36,2408.39,2013,"8","sábado",ago. 2013,31
"12469",2013-09-01,144609221.61,144507270.97,121050,24057.32,4957.96,2013,"9","domingo",sept. 2013,30
"12470",2013-09-02,170868978.24,171263766.24,47450,444766.22,2528.22,2013,"9","lunes",sept. 2013,30
"12471",2013-09-03,172024861.39,172985077.22,405600,1366172.24,356.41,2013,"9","martes",sept. 2013,30
"12472",2013-09-04,173013588.49,175281234.58,10870,2278581.57,65.48,2013,"9","miércoles",sept. 2013,30
"12473",2013-09-05,175583267.41,176959719.24,3550,1380106.28,104.45,2013,"9","jueves",sept. 2013,30
"12474",2013-09-06,173994684.86,175750779.33,32030,1788124.47,NA,2013,"9","viernes",sept. 2013,30
"12475",2013-09-07,164645817.62,167425328.42,2700,2782210.8,NA,2013,"9","sábado",sept. 2013,30
"12476",2013-09-08,148957990.1,148869759.21,134240,46333.17,324.06,2013,"9","domingo",sept. 2013,30
"12477",2013-09-09,173276038.21,174698308.52,9380,1432965.32,1315.01,2013,"9","lunes",sept. 2013,30
"12478",2013-09-10,175151315.34,177232330.16,2020,2084272.5,1237.68,2013,"9","martes",sept. 2013,30
"12479",2013-09-11,172526322.11,174409946.35,257960,2145005.74,3421.5,2013,"9","miércoles",sept. 2013,30
"12480",2013-09-12,173519331.27,176289780.04,84250,2857426.32,2727.55,2013,"9","jueves",sept. 2013,30
"12481",2013-09-13,175870829.43,177935011.43,3960,2068155.67,13.67,2013,"9","viernes",sept. 2013,30
"12482",2013-09-14,167014120.69,166821884.81,219620,27384.12,NA,2013,"9","sábado",sept. 2013,30
"12483",2013-09-15,151522570.06,151449628.1,91370,22836.01,4407.97,2013,"9","domingo",sept. 2013,30
"12484",2013-09-16,175586593.98,177733462.07,7220,2156105.03,2016.94,2013,"9","lunes",sept. 2013,30
"12485",2013-09-17,178043798.8,179916310.81,NA,1876782.27,4270.26,2013,"9","martes",sept. 2013,30
"12486",2013-09-18,175729293.15,177463499.51,5880,1743378.43,3292.07,2013,"9","miércoles",sept. 2013,30
"12487",2013-09-19,173585276.41,174149398.29,NA,565965.2,1843.32,2013,"9","jueves",sept. 2013,30
"12488",2013-09-20,177776570.23,180473909,11730,2713703.37,4634.6,2013,"9","viernes",sept. 2013,30
"12489",2013-09-21,169643610.87,169766063.34,21700,145056.93,904.46,2013,"9","sábado",sept. 2013,30
"12490",2013-09-22,152485372.06,153133002.45,177580,826155.85,945.46,2013,"9","domingo",sept. 2013,30
"12491",2013-09-23,178527570.67,180807200.66,96320,2376920.21,970.22,2013,"9","lunes",sept. 2013,30
"12492",2013-09-24,181029476.11,183155655.63,250540,2377204.96,485.44,2013,"9","martes",sept. 2013,30
"12493",2013-09-25,181548276.26,184320744.96,1040,2775887.88,2379.18,2013,"9","miércoles",sept. 2013,30
"12494",2013-09-26,176675008.9,179380684.41,NA,2708578.15,2902.64,2013,"9","jueves",sept. 2013,30
"12495",2013-09-27,176300109.37,178908744.91,8980,2618624.65,1009.11,2013,"9","viernes",sept. 2013,30
"12496",2013-09-28,162174053.65,164235817.35,18960,2083368.66,2644.96,2013,"9","sábado",sept. 2013,30
"12497",2013-09-29,145170634.81,146520848.43,215110,1570686.48,5362.86,2013,"9","domingo",sept. 2013,30
"12498",2013-09-30,167750172.26,169781351.41,111760,2145641.05,2701.9,2013,"9","lunes",sept. 2013,30
"12499",2013-10-01,170653599.45,172693215.39,380210,2422245.69,2419.75,2013,"10","martes",oct. 2013,31
"12500",2013-10-02,173140071.36,176526616.66,167890,3555336.11,900.81,2013,"10","miércoles",oct. 2013,31
"12501",2013-10-03,177865752.04,179807460.46,762850,2710790.1,6231.68,2013,"10","jueves",oct. 2013,31
"12502",2013-10-04,171838308.3,173452142.03,705110,2325269.44,6325.71,2013,"10","viernes",oct. 2013,31
"12503",2013-10-05,165308256.39,164918611.14,541860,156375.29,4160.54,2013,"10","sábado",oct. 2013,31
"12504",2013-10-06,150018763.81,150209459.81,733590,936153.42,11867.42,2013,"10","domingo",oct. 2013,31
"12505",2013-10-07,173710627.73,174168473.54,805690,1263640.52,104.71,2013,"10","lunes",oct. 2013,31
"12506",2013-10-08,175300248.57,176321235.23,484410,1514615.82,9219.16,2013,"10","martes",oct. 2013,31
"12507",2013-10-09,176924546.33,178732836.19,679690,2494027.87,6048.01,2013,"10","miércoles",oct. 2013,31
"12508",2013-10-10,178076231,180227220.28,334990,2492158.08,6178.8,2013,"10","jueves",oct. 2013,31
"12509",2013-10-11,175430292.31,177658611.8,353680,2585264.84,3265.35,2013,"10","viernes",oct. 2013,31
"12510",2013-10-12,165970696.82,167478144.6,202250,1713022.44,3324.66,2013,"10","sábado",oct. 2013,31
"12511",2013-10-13,145779923.71,147176715.74,368220,1768636.15,3624.12,2013,"10","domingo",oct. 2013,31
"12512",2013-10-14,148363898.24,149974222.28,333520,1951900.78,8056.74,2013,"10","lunes",oct. 2013,31
"12513",2013-10-15,170962434.38,172569678.42,361240,1970148.06,1664.02,2013,"10","martes",oct. 2013,31
"12514",2013-10-16,169418459.82,170873774.01,211950,1671746.31,4482.12,2013,"10","miércoles",oct. 2013,31
"12515",2013-10-17,169887967.08,171112875.09,201220,1431464.67,5336.66,2013,"10","jueves",oct. 2013,31
"12516",2013-10-18,174985982,176295939.97,198850,1511368.29,2560.32,2013,"10","viernes",oct. 2013,31
"12517",2013-10-19,166447746.22,167555085.44,446100,1557105.16,3665.94,2013,"10","sábado",oct. 2013,31
"12518",2013-10-20,149655119.96,150033160.04,458970,837734.9,724.82,2013,"10","domingo",oct. 2013,31
"12519",2013-10-21,172479158.45,173761963.85,431700,1715794.15,1288.75,2013,"10","lunes",oct. 2013,31
"12520",2013-10-22,172384907.29,173309183.91,445830,1371301.8,1195.18,2013,"10","martes",oct. 2013,31
"12521",2013-10-23,176023551.12,177001127.62,769370,1747155.69,209.19,2013,"10","miércoles",oct. 2013,31
"12522",2013-10-24,175455937.24,177265535.13,258770,2069096.56,728.67,2013,"10","jueves",oct. 2013,31
"12523",2013-10-25,177080788.63,178846450.01,174350,1941114.03,1102.65,2013,"10","viernes",oct. 2013,31
"12524",2013-10-26,168035615.91,167543643.93,521690,29765.84,47.82,2013,"10","sábado",oct. 2013,31
"12525",2013-10-27,151926604.8,152770205.09,298170,1143427.49,1657.2,2013,"10","domingo",oct. 2013,31
"12526",2013-10-28,176222553.33,178552113.59,50980,2382392.93,1852.67,2013,"10","lunes",oct. 2013,31
"12527",2013-10-29,178915966.63,182125107.12,58040,3268532.77,1352.28,2013,"10","martes",oct. 2013,31
"12528",2013-10-30,177437773.63,180139949.39,62770,2765686.96,741.2,2013,"10","miércoles",oct. 2013,31
"12529",2013-10-31,173347251.77,175927512.46,42140,2622869.89,469.2,2013,"10","jueves",oct. 2013,31
"12530",2013-11-01,172533310.05,174042296.12,7750,1517055.53,319.46,2013,"11","viernes",nov. 2013,30
"12531",2013-11-02,163964739.84,163978709.4,31130,45099.56,NA,2013,"11","sábado",nov. 2013,30
"12532",2013-11-03,145209464.68,145114033.09,131400,36744.08,775.67,2013,"11","domingo",nov. 2013,30
"12533",2013-11-04,148440661.71,149568382.31,93180,1220948.79,48.19,2013,"11","lunes",nov. 2013,30
"12534",2013-11-05,171170716.2,173851453.03,29820,2711093.43,536.6,2013,"11","martes",nov. 2013,30
"12535",2013-11-06,172689966.78,174353180.41,201040,1865282.76,1029.13,2013,"11","miércoles",nov. 2013,30
"12536",2013-11-07,171423253.94,174356351.29,2530,2935627.35,NA,2013,"11","jueves",nov. 2013,30
"12537",2013-11-08,173294082.22,176493194.45,NA,3199296.81,184.58,2013,"11","viernes",nov. 2013,30
"12538",2013-11-09,166186505.56,168407155.05,7650,2228299.49,NA,2013,"11","sábado",nov. 2013,30
"12539",2013-11-10,148412504.54,149212725.51,184130,986487.43,2136.46,2013,"11","domingo",nov. 2013,30
"12540",2013-11-11,153667305,156595864.52,13490,2942343.14,293.62,2013,"11","lunes",nov. 2013,30
"12541",2013-11-12,177852113.52,179717210.18,NA,1865096.66,NA,2013,"11","martes",nov. 2013,30
"12542",2013-11-13,178652886.2,182290517.11,80380,3719168.76,1157.85,2013,"11","miércoles",nov. 2013,30
"12543",2013-11-14,179528576.8,180793052.27,271680,1536392.88,237.41,2013,"11","jueves",nov. 2013,30
"12544",2013-11-15,180676917.56,182275079.93,475750,2074638.18,725.81,2013,"11","viernes",nov. 2013,30
"12545",2013-11-16,172087626.06,172799187.98,317200,1187290.05,158528.13,2013,"11","sábado",nov. 2013,30
"12546",2013-11-17,155132408.84,155575003.68,20820,463551.53,136.69,2013,"11","domingo",nov. 2013,30
"12547",2013-11-18,176917848.47,179655153.3,31100,2768404.83,NA,2013,"11","lunes",nov. 2013,30
"12548",2013-11-19,178457603.88,181067454.53,19380,2629703.04,472.39,2013,"11","martes",nov. 2013,30
"12549",2013-11-20,176132963.73,178453186.26,310090,2630312.53,NA,2013,"11","miércoles",nov. 2013,30
"12550",2013-11-21,178380931.92,181272891.53,31090,2923049.61,NA,2013,"11","jueves",nov. 2013,30
"12551",2013-11-22,178235003.6,181423431.74,118750,3307178.14,NA,2013,"11","viernes",nov. 2013,30
"12552",2013-11-23,169650817.38,173055149.52,150730,3555062.14,NA,2013,"11","sábado",nov. 2013,30
"12553",2013-11-24,151052914.9,153236752.85,226120,2409957.95,NA,2013,"11","domingo",nov. 2013,30
"12554",2013-11-25,173556648.17,176690574.9,NA,3133926.73,NA,2013,"11","lunes",nov. 2013,30
"12555",2013-11-26,177462382.74,179933870.86,600320,3071808.12,NA,2013,"11","martes",nov. 2013,30
"12556",2013-11-27,177091464.96,179190851.5,1018280,3117666.54,NA,2013,"11","miércoles",nov. 2013,30
"12557",2013-11-28,177474911.88,182219284.73,567070,5311442.85,NA,2013,"11","jueves",nov. 2013,30
"12558",2013-11-29,176007944.75,180244215.75,56280,4292551,NA,2013,"11","viernes",nov. 2013,30
"12559",2013-11-30,164354815.06,168128660.42,53680,3827525.36,NA,2013,"11","sábado",nov. 2013,30
"12560",2013-12-01,146616623.28,149674969.37,636040,3694386.09,NA,2013,"12","domingo",dic. 2013,31
"12561",2013-12-02,170703232.56,174041325.15,451240,3789332.59,NA,2013,"12","lunes",dic. 2013,31
"12562",2013-12-03,172922823.1,177455475.69,354720,4887372.59,NA,2013,"12","martes",dic. 2013,31
"12563",2013-12-04,174126649,176956406.62,2750,2832507.62,NA,2013,"12","miércoles",dic. 2013,31
"12564",2013-12-05,178116266.5,183212128,4600,5100461.5,NA,2013,"12","jueves",dic. 2013,31
"12565",2013-12-06,178262280.82,183559974.24,4020,5301713.42,NA,2013,"12","viernes",dic. 2013,31
"12566",2013-12-07,167112311.04,172373715.82,2900,5264304.78,NA,2013,"12","sábado",dic. 2013,31
"12567",2013-12-08,149084525.45,153570726.74,NA,4486201.29,NA,2013,"12","domingo",dic. 2013,31
"12568",2013-12-09,173740875.07,179104961.4,2440,5366526.33,NA,2013,"12","lunes",dic. 2013,31
"12569",2013-12-10,177467332.71,182539991.55,10440,5083098.84,NA,2013,"12","martes",dic. 2013,31
"12570",2013-12-11,179122081.399999,185235548.749999,21130,6134597.35,NA,2013,"12","miércoles",dic. 2013,31
"12571",2013-12-12,179855920.64,186173039.57,124650,6441768.93,NA,2013,"12","jueves",dic. 2013,31
"12572",2013-12-13,178575630.59,184015167.26,120460,5559996.67,NA,2013,"12","viernes",dic. 2013,31
"12573",2013-12-14,168139879.71,171225413.5,NA,3085533.79,NA,2013,"12","sábado",dic. 2013,31
"12574",2013-12-15,153782717.01,155647807.32,161420,2038435,11924.69,2013,"12","domingo",dic. 2013,31
"12575",2013-12-16,177982489.47,179655551.54,NA,1673062.07,NA,2013,"12","lunes",dic. 2013,31
"12576",2013-12-17,179630952.969999,182093657.399999,155610,2618314.43,NA,2013,"12","martes",dic. 2013,31
"12577",2013-12-18,178914240.18,183387133.89,NA,4472893.71,NA,2013,"12","miércoles",dic. 2013,31
"12578",2013-12-19,179034495.53,184326978.33,59210,5351692.8,NA,2013,"12","jueves",dic. 2013,31
"12579",2013-12-20,176114402.57,180897143.53,1460,4784200.96,NA,2013,"12","viernes",dic. 2013,31
"12580",2013-12-21,165970543.24,171014599.75,66400,5110456.51,NA,2013,"12","sábado",dic. 2013,31
"12581",2013-12-22,151913729.65,157584811.76,45720,5716802.11,NA,2013,"12","domingo",dic. 2013,31
"12582",2013-12-23,167636709.01,173773713.72,4580,6141584.71,NA,2013,"12","lunes",dic. 2013,31
"12583",2013-12-24,154775124.43,160203464.9,12380,5440720.47,NA,2013,"12","martes",dic. 2013,31
"12584",2013-12-25,133711566.67,138720850.91,NA,5009284.24,NA,2013,"12","miércoles",dic. 2013,31
"12585",2013-12-26,162703697.09,168384451.41,30980,5711734.32,NA,2013,"12","jueves",dic. 2013,31
"12586",2013-12-27,168428899.79,174942928.16,34250,6548278.37,NA,2013,"12","viernes",dic. 2013,31
"12587",2013-12-28,162826415.98,168469759.4,2650,5645993.42,NA,2013,"12","sábado",dic. 2013,31
"12588",2013-12-29,151355118.31,157239035.34,NA,5883917.03,NA,2013,"12","domingo",dic. 2013,31
"12589",2013-12-30,164875961.54,169530323.5,NA,4654361.96,NA,2013,"12","lunes",dic. 2013,31
"12590",2013-12-31,152937083,158330576.58,NA,5393493.58,NA,2013,"12","martes",dic. 2013,31
"12591",2014-01-01,129772795.67,133322954.94,NA,3550159.27,NA,2014,"1","miércoles",ene. 2014,31
"12592",2014-01-02,153474119.4,159514745.38,NA,6040625.98,NA,2014,"1","jueves",ene. 2014,31
"12593",2014-01-03,162368017.2,168799884.61,NA,6431867.41,NA,2014,"1","viernes",ene. 2014,31
"12594",2014-01-04,157250885,164106831.44,NA,6855946.44,NA,2014,"1","sábado",ene. 2014,31
"12595",2014-01-05,143641164.2,146693230.25,143730,3214500.84,18704.79,2014,"1","domingo",ene. 2014,31
"12596",2014-01-06,145292689.45,149568998.97,18970,4295826.89,547.37,2014,"1","lunes",ene. 2014,31
"12597",2014-01-07,163894092.2,166545009.7,NA,2650917.5,NA,2014,"1","martes",ene. 2014,31
"12598",2014-01-08,167057768.14,167534668.45,7410,484481.32,171.01,2014,"1","miércoles",ene. 2014,31
"12599",2014-01-09,167867003.27,168336346.57,32550,503100.27,1206.97,2014,"1","jueves",ene. 2014,31
"12600",2014-01-10,168430791.35,172572667.57,4180,4146056.22,NA,2014,"1","viernes",ene. 2014,31
"12601",2014-01-11,160746346.53,166136703.78,13730,5404087.25,NA,2014,"1","sábado",ene. 2014,31
"12602",2014-01-12,144942035.32,148181266.85,31270,3270501.53,NA,2014,"1","domingo",ene. 2014,31
"12603",2014-01-13,169813157.92,175998981.67,62490,6248313.75,NA,2014,"1","lunes",ene. 2014,31
"12604",2014-01-14,174587507.42,181109600.52,2390,6524483.1,NA,2014,"1","martes",ene. 2014,31
"12605",2014-01-15,176258228.07,181215364.05,11780,4968915.98,NA,2014,"1","miércoles",ene. 2014,31
"12606",2014-01-16,176028818.17,182425171.92,NA,6396353.75,NA,2014,"1","jueves",ene. 2014,31
"12607",2014-01-17,176599591.3,182715237.13,1900,6117545.83,NA,2014,"1","viernes",ene. 2014,31
"12608",2014-01-18,167739673.18,172041784.72,NA,4302111.54,NA,2014,"1","sábado",ene. 2014,31
"12609",2014-01-19,150246059.42,154615881.99,24770,4394592.57,NA,2014,"1","domingo",ene. 2014,31
"12610",2014-01-20,175795203.01,180326029.4,51000,4582530.56,704.17,2014,"1","lunes",ene. 2014,31
"12611",2014-01-21,178816925.29,184518658.06,NA,5701732.77,NA,2014,"1","martes",ene. 2014,31
"12612",2014-01-22,178923489.08,181911160.48,19060,3006731.4,NA,2014,"1","miércoles",ene. 2014,31
"12613",2014-01-23,178295852.84,182798035.02,33400,4535582.18,NA,2014,"1","jueves",ene. 2014,31
"12614",2014-01-24,179503443.67,183203347.06,55620,3755523.39,NA,2014,"1","viernes",ene. 2014,31
"12615",2014-01-25,169873064.36,175385107.79,106410,5618453.43,NA,2014,"1","sábado",ene. 2014,31
"12616",2014-01-26,151410829.44,156731087.67,763800,6084058.23,NA,2014,"1","domingo",ene. 2014,31
"12617",2014-01-27,177322495.8,184219790.03,77810,6975104.23,NA,2014,"1","lunes",ene. 2014,31
"12618",2014-01-28,181060588.98,187299048.7,28320,6266779.72,NA,2014,"1","martes",ene. 2014,31
"12619",2014-01-29,182280077.4,186322841.35,11930,4054693.95,NA,2014,"1","miércoles",ene. 2014,31
"12620",2014-01-30,180109070.11,184050056.8,1302000,5242986.69,NA,2014,"1","jueves",ene. 2014,31
"12621",2014-01-31,177488047.15,182618684.47,138970,5269607.32,NA,2014,"1","viernes",ene. 2014,31
"12622",2014-02-01,168147850.17,172709808.58,1830,4563788.41,NA,2014,"2","sábado",feb. 2014,28
"12623",2014-02-02,151375306.44,152888003.82,208430,1721471.27,343.89,2014,"2","domingo",feb. 2014,28
"12624",2014-02-03,176233156.31,180374368.33,30970,4173046.03,864.01,2014,"2","lunes",feb. 2014,28
"12625",2014-02-04,179248098.78,183350347.36,30000,4132248.58,NA,2014,"2","martes",feb. 2014,28
"12626",2014-02-05,178005504.38,181891563.34,NA,3886058.96,NA,2014,"2","miércoles",feb. 2014,28
"12627",2014-02-06,177822932.13,181881892.24,NA,4058960.11,NA,2014,"2","jueves",feb. 2014,28
"12628",2014-02-07,180011690.36,184320354.62,7230,4315894.26,NA,2014,"2","viernes",feb. 2014,28
"12629",2014-02-08,170424751.59,174612076.55,141700,4333315.07,4290.11,2014,"2","sábado",feb. 2014,28
"12630",2014-02-09,153933026.75,157514962.05,338020,3920731.46,776.16,2014,"2","domingo",feb. 2014,28
"12631",2014-02-10,179279302.51,182449756.31,105920,3276373.8,NA,2014,"2","lunes",feb. 2014,28
"12632",2014-02-11,181563387.34,183767153.23,71120,2274885.89,NA,2014,"2","martes",feb. 2014,28
"12633",2014-02-12,182803080.67,185121727.88,NA,2319511.47,864.26,2014,"2","miércoles",feb. 2014,28
"12634",2014-02-13,182208484.28,184694880.75,64450,2552765.39,1918.92,2014,"2","jueves",feb. 2014,28
"12635",2014-02-14,181537012.99,183995398.63,13670,2476763.02,4707.38,2014,"2","viernes",feb. 2014,28
"12636",2014-02-15,173230404.59,174965878.65,150190,1888634.6,2970.54,2014,"2","sábado",feb. 2014,28
"12637",2014-02-16,154276053.04,155247330.67,31040,1010168.36,7850.73,2014,"2","domingo",feb. 2014,28
"12638",2014-02-17,179955261.47,182551191.88,7820,2603750.41,NA,2014,"2","lunes",feb. 2014,28
"12639",2014-02-18,180819739.49,183414118.28,176410,2770788.79,NA,2014,"2","martes",feb. 2014,28
"12640",2014-02-19,181011958.01,183615648.05,137750,2741440.04,NA,2014,"2","miércoles",feb. 2014,28
"12641",2014-02-20,181895706.54,184574566.71,282620,2961480.17,NA,2014,"2","jueves",feb. 2014,28
"12642",2014-02-21,180995625.63,183598605.67,19570,2622550.04,NA,2014,"2","viernes",feb. 2014,28
"12643",2014-02-22,171442350.68,173355206.74,2170,1915966.04,939.98,2014,"2","sábado",feb. 2014,28
"12644",2014-02-23,154291972.99,156510616.3,NA,2218643.31,NA,2014,"2","domingo",feb. 2014,28
"12645",2014-02-24,178825301.14,181318415.63,1670,2498426.04,3641.55,2014,"2","lunes",feb. 2014,28
"12646",2014-02-25,180764948.99,183799238.59,2090,3036379.6,NA,2014,"2","martes",feb. 2014,28
"12647",2014-02-26,181220247.54,183406163.39,NA,2185915.85,NA,2014,"2","miércoles",feb. 2014,28
"12648",2014-02-27,181276952.3,183600226.53,59140,2382414.23,NA,2014,"2","jueves",feb. 2014,28
"12649",2014-02-28,179478012.84,182189722.81,68520,2780229.97,NA,2014,"2","viernes",feb. 2014,28
"12650",2014-03-01,166773539.09,169767829.5,2210,2996500.41,NA,2014,"3","sábado",mar. 2014,31
"12651",2014-03-02,147638823.56,150052636.97,NA,2413813.41,NA,2014,"3","domingo",mar. 2014,31
"12652",2014-03-03,171371831.55,172654269.81,NA,1282438.26,NA,2014,"3","lunes",mar. 2014,31
"12653",2014-03-04,175358494.55,176349112.06,24700,1017953.82,2636.31,2014,"3","martes",mar. 2014,31
"12654",2014-03-05,179198109.05,181695240.31,20270,2517401.26,NA,2014,"3","miércoles",mar. 2014,31
"12655",2014-03-06,179449308.25,182622689.75,1610,3174991.5,NA,2014,"3","jueves",mar. 2014,31
"12656",2014-03-07,180569056.76,183567326.9,77760,3076030.14,NA,2014,"3","viernes",mar. 2014,31
"12657",2014-03-08,169882325.14,173201336.3,8970,3327981.16,NA,2014,"3","sábado",mar. 2014,31
"12658",2014-03-09,148175014.4,149920884.52,153830,1900114.26,414.14,2014,"3","domingo",mar. 2014,31
"12659",2014-03-10,174178103.65,174937523.68,67900,827697.98,377.95,2014,"3","lunes",mar. 2014,31
"12660",2014-03-11,178216004.68,179641910.68,1730,1427636,NA,2014,"3","martes",mar. 2014,31
"12661",2014-03-12,177269141.32,178194705.91,14530,940816.25,721.66,2014,"3","miércoles",mar. 2014,31
"12662",2014-03-13,177105396.96,180394179.96,16280,3305063,NA,2014,"3","jueves",mar. 2014,31
"12663",2014-03-14,177680256.64,180760679.29,108930,3190072.8,720.15,2014,"3","viernes",mar. 2014,31
"12664",2014-03-15,166453680.4,167583686.14,208470,1342970.36,4494.62,2014,"3","sábado",mar. 2014,31
"12665",2014-03-16,148922227.77,149237429.22,87900,421242.67,18141.22,2014,"3","domingo",mar. 2014,31
"12666",2014-03-17,176557264.03,179085035.53,22710,2555217.01,4735.51,2014,"3","lunes",mar. 2014,31
"12667",2014-03-18,179405777.28,182299569.95,90290,2984082.67,NA,2014,"3","martes",mar. 2014,31
"12668",2014-03-19,180199848.05,183215697.96,159870,3177232.4,1512.49,2014,"3","miércoles",mar. 2014,31
"12669",2014-03-20,181962505.74,185625870.65,203740,3869797.34,2692.43,2014,"3","jueves",mar. 2014,31
"12670",2014-03-21,182395307.58,185693009.27,1540,3303197.61,3955.92,2014,"3","viernes",mar. 2014,31
"12671",2014-03-22,173114062.83,175273815.54,77770,2239983.17,2460.46,2014,"3","sábado",mar. 2014,31
"12672",2014-03-23,152084874.15,155653165.43,NA,3570702.24,2410.96,2014,"3","domingo",mar. 2014,31
"12673",2014-03-24,154670612.37,158297833.38,26170,3658970.54,5579.53,2014,"3","lunes",mar. 2014,31
"12674",2014-03-25,176149918.81,177826338.07,354850,2042034.57,10765.31,2014,"3","martes",mar. 2014,31
"12675",2014-03-26,179283264.31,181343185.58,59960,2126164.21,6282.94,2014,"3","miércoles",mar. 2014,31
"12676",2014-03-27,179592489.72,182075640.07,NA,2492998.63,9848.28,2014,"3","jueves",mar. 2014,31
"12677",2014-03-28,181251038.82,181913007.21,193040,866766.43,11758.04,2014,"3","viernes",mar. 2014,31
"12678",2014-03-29,172642351.14,173453269.51,9330,829708.05,9459.68,2014,"3","sábado",mar. 2014,31
"12679",2014-03-30,153129878.36,153744611.89,226970,851828.74,10125.21,2014,"3","domingo",mar. 2014,31
"12680",2014-03-31,176049489.98,177383287.37,101320,1445499.15,10381.76,2014,"3","lunes",mar. 2014,31
"12681",2014-04-01,178946015.69,181009329.54,10100,2074458.69,1044.84,2014,"4","martes",abr. 2014,30
"12682",2014-04-02,180436348.23,182284101.13,78180,1934914.03,8981.13,2014,"4","miércoles",abr. 2014,30
"12683",2014-04-03,180284096.69,182270014,31060,2021008.75,4031.44,2014,"4","jueves",abr. 2014,30
"12684",2014-04-04,181475975.88,182286240.58,402180,1212796.18,351.48,2014,"4","viernes",abr. 2014,30
"12685",2014-04-05,171547400.16,171574466.5,67120,95343.77,1157.43,2014,"4","sábado",abr. 2014,30
"12686",2014-04-06,155003214.15,154278728.58,756710,33383.36,1158.93,2014,"4","domingo",abr. 2014,30
"12687",2014-04-07,178838417.01,181312621.46,75590,2554709.1,4914.65,2014,"4","lunes",abr. 2014,30
"12688",2014-04-08,181873891.53,184933534.24,42010,3103597.23,1944.52,2014,"4","martes",abr. 2014,30
"12689",2014-04-09,181444024.76,184046991.27,306810,2910905.47,1128.96,2014,"4","miércoles",abr. 2014,30
"12690",2014-04-10,181829801.23,183713304.22,91270,1978655.85,3882.86,2014,"4","jueves",abr. 2014,30
"12691",2014-04-11,184165421.42,186115854.35,29050,1980184.53,701.6,2014,"4","viernes",abr. 2014,30
"12692",2014-04-12,173945045.13,174314578.71,5640,375837.1,663.52,2014,"4","sábado",abr. 2014,30
"12693",2014-04-13,156997608,156875204.9,142410,23038.56,3031.66,2014,"4","domingo",abr. 2014,30
